Year,Quarter,MType,資料日期,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,權益總額,權益－具證券性質之虛擬通貨,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）
2025,4,otc,2026-03-02,1777,生泰,1531253,1428599,2959852,304490,65080,369570,445917,,983776,1163971,-3382,,,,,,2590282,0,0,0,58.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,2035,唐榮公司,3367260,14084626,17451886,3036994,12138989,15175983,3500000,,46,-1328208,104065,,,,,,2275903,,0,0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,2926,誠品生活,4656636,11316932,15973568,5392379,9961762,15354141,473897,,79121,25790,34111,,612919,,,6508,619427,0,0,0,12.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3081,聯亞,2911349,2096821,5008170,531794,285637,817431,925214,,1799985,1488411,-22871,,,,,,4190739,,0,0,45.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3088,艾訊,4657090,2773283,7430373,1741973,465145,2207118,1084972,,1155336,2868906,61795,,5171009,,,52246,5223255,,90000,0,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3118,進階,499945,366859,866804,274684,11944,286628,324529,0,56048,199599,0,,,0,0,,580176,0,0,0,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3122,笙泉,414187,200706,614893,250484,1827,252311,407648,,26499,-71101,-464,,362582,,,,362582,,0,0,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3141,晶宏,1876478,1988973,3865451,1141486,142395,1283881,754607,,428650,1329101,46387,-62495,2496250,,,85320,2581570,,0,1074000,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3152,璟德,2595896,1873071,4468967,421702,15741,437443,690162,,573532,2767830,0,,,,,,4031524,,0,0,58.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3163,波若威,3331269,629684,3960953,734964,152820,887784,805407,,601382,1716533,-50153,,3073169,,,,3073169,0,0,0,38.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3169,亞信,1860095,147588,2007683,171512,9941,181453,631070,,476518,732595,-13953,,1826230,,,,1826230,,0,0,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3259,鑫創,504899,112453,617352,132743,60739,193482,729659,,0,-305789,0,,,,,,423870,,0,0,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3303,岱稜,2444320,1583247,4027567,887629,696501,1584130,940906,,413146,1091061,5975,-27093,2423995,,,19442,2443437,,0,554000,25.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3306,鼎天,959890,2688298,3648188,330260,2642,332902,506077,,481430,317412,2010367,,3315286,,,,3315286,,0,0,65.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3374,精材,6391546,8818171,15209717,2553241,2898864,5452105,2713643,,396424,6647545,,,,,,,9757612,,0,0,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3511,矽瑪,1194494,1335835,2530329,703590,15656,719246,799729,,551718,-55380,3659,,1299726,,,511357,1811083,,0,0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3555,博士旺,523196,124184,647380,79606,7458,87064,399988,,215159,-61561,-664,,552922,,,7394,560316,0,0,0,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,3684,榮昌,862321,482178,1344499,318055,306544,624599,300016,,105611,317830,-3557,,719900,,,,719900,0,0,0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4116,明基醫,3692605,1758006,5450611,2277276,842582,3119858,445660,,298107,386453,-3545,,1126675,,,1204078,2330753,,0,0,25.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4121,優盛,2245221,1962901,4208122,1172169,1052107,2224276,827480,,307581,313564,-38491,0,1410134,,,573712,1983846,,0,0,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4130,健亞,719298,787071,1506369,125322,727,126049,1148875,,210710,131770,-85317,-25718,1380320,,,,1380320,0,0,1137000,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4188,安克,409996,212707,622703,18129,3753,21882,633329,,142166,-253082,-989,,521424,,,79397,600821,,0,0,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4538,大詠城,468080,472273,940353,61059,6016,67075,594696,,105673,172909,,,,,,,873278,0,0,0,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4760,勤凱科技,1326911,429140,1756051,698933,1407,700340,322183,,216768,520453,-3693,0,,,,,1055711,,0,0,32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4903,聯光通,925167,828657,1753824,576584,16559,593143,1053437,,0,91563,15681,,1160681,,,,1160681,,0,0,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4939,亞電,1591775,1071757,2663532,944308,367283,1311591,982009,,192899,217722,-40689,,1351941,,,,1351941,,0,0,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4951,精拓科,614637,500396,1115033,112338,13722,126060,341487,,123645,532440,-8599,,988973,,,0,988973,0,0,0,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4972,湯石照明,1103728,713065,1816793,330405,48226,378631,568886,,824131,105092,-48939,-11008,1438162,,,,1438162,,,500000,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4974,亞泰,3963708,159277,4122985,766872,64446,831318,725001,,707351,1897583,-38268,,3291667,,,,3291667,,0,0,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,4995,晶達,729066,992070,1721136,412912,362416,775328,424400,,197620,322102,1686,,945808,,,,945808,,16000,0,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5236,凌陽創新,3043687,77964,3121651,431113,29549,460662,600040,,1252276,869816,-61143,,,,,,2660989,,0,0,44.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5289,宜鼎,10876654,3671909,14548563,4867538,567460,5434998,960407,,2196806,6072171,-288597,,8940787,,,172778,9113565,0,0,0,93.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5299,杰力,2025530,1763150,3788680,522968,2006,524974,508890,,1668074,1086504,238,,3263706,,,,3263706,,0,0,64.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5340,建榮,1490145,1410935,2901080,598722,8325,607047,1948940,,,345093,,,,,,,2294033,0,0,0,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5344,立衛,296127,339319,635446,96489,36998,133487,794474,,,-237515,-55000,,,,,,501959,,0,0,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5347,世界,66897206,133571572,200468778,51604245,65275006,116879251,18670782,,19015223,27103595,-912834,,63876766,,,19712761,83589527,,0,0,34.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5371,中光電,38192781,20766044,58958825,31279181,1280546,32559727,3909811,,2017890,17417342,1178652,0,24523695,,,1875403,26399098,0,0,0,62.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5443,均豪,4609198,12169618,16778816,4494686,2390492,6885178,1647466,,267981,790131,6554738,-462609,8797707,,,1095931,9893638,0,0,3668000,54.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5481,新華,491378,1127472,1618850,108961,322443,431404,714029,,80168,459337,-175,-65913,1187446,,,0,1187446,,0,5000000,17.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5902,德記,1178347,544970,1723317,424463,6922,431385,945000,,0,366734,-19802,,1291932,,,,1291932,,0,0,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,5904,寶雅,12133668,19524845,31658513,9711161,13839034,23550195,1064438,,1475884,5567996,,,,,,,8108318,0,0,0,76.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6138,茂達,5305293,1482077,6787370,1636437,191318,1827755,752760,,972420,2416175,-147570,-54326,3939459,,,1020156,4959615,0,0,1265088,53.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6146,耕興,5763001,2254099,8017100,1486274,270445,1756719,1018672,,895271,3804415,46128,,5764486,,,495895,6260381,,0,0,56.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6147,頎邦,14591472,39638801,54230273,4349850,2511993,6861843,7445935,,3977570,36943842,-998917,,47368430,,,,47368430,,0,0,63.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6161,捷波,1071634,574316,1645950,299338,43747,343085,562375,,127452,620517,-7479,0,1302865,,,0,1302865,0,0,0,23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6180,橘子,3365496,5227810,8593306,3887975,75525,3963500,1754936,,1340269,1655326,-474604,,4275927,,,353879,4629806,0,0,0,24.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6185,幃翔,1736893,730469,2467362,148870,154179,303049,1498675,,64651,633451,-32464,,2164313,,,,2164313,,0,0,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6187,萬潤,6335154,3274278,9609432,1640435,480787,2121222,971269,,3017139,2940566,437938,-67901,7299011,,,189199,7488210,0,0,898000,75.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6188,廣明,13214465,6890500,20104965,4781682,296019,5077701,2783589,,5173625,4607635,172409,,12737258,,,2290006,15027264,,0,0,45.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6263,普萊德,2026658,182750,2209408,378148,70448,448596,625010,,11694,1124108,0,,1760812,,,,1760812,,0,0,28.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6292,迅德,1112289,426837,1539126,291982,136284,428266,466007,,48889,647448,-51484,0,1110860,0,,0,1110860,,0,0,23.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6417,韋僑,1413974,1448666,2862640,562540,578554,1141094,422740,,347958,952492,-1644,,1721546,,,,1721546,,0,0,40.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6435,大中,1801892,956097,2757989,679269,25057,704326,374613,,169546,1367080,142424,,,,,,2053663,0,0,0,54.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6469,大樹,7490203,6269262,13759465,4596051,5162994,9759045,1499652,,1403431,975709,39389,,3918181,0,,82239,4000420,0,266000,0,26.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6486,互動,2574607,987272,3561879,1488779,42910,1531689,508933,,928160,579634,-372,,2016355,0,,13835,2030190,,0,0,39.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6494,九齊,894711,253487,1148198,112670,40815,153485,315597,,196884,480211,2021,,994713,,,,994713,,0,0,31.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6496,科懋,726242,757771,1484013,371604,308177,679781,473960,,259163,81775,13070,-23736,804232,,,,804232,0,0,818000,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6510,精測,5929648,4020936,9950584,1157583,12573,1170156,327890,,3928298,4506544,7700,,8770432,,,9996,8780428,,0,0,267.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6516,勤崴國際,973782,300159,1273941,190951,70835,261786,563369,,348646,149756,-10270,-39346,,,,,1012155,,0,500000,18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6527,明達醫,640924,654356,1295280,261135,5655,266790,254586,,215176,572278,-6974,-6576,1028490,0,,0,1028490,,0,117000,40.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6535,順藥,966096,684135,1650231,131037,0,131037,1678408,,265828,-340540,-37457,-56802,1509437,,,9757,1519194,976000,0,355000,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6561,是方,1256813,6161490,7418303,1447347,2330691,3778038,779584,,1379929,1464149,7587,,3631249,,,9016,3640265,0,0,0,46.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6569,醫揚,834041,1319646,2153687,384249,199341,583590,390707,,758648,414476,6266,,1570097,,,0,1570097,0,0,0,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6640,均華,2602706,2561576,5164282,2254554,454826,2709380,285175,,462664,580116,1301262,-174315,2454902,,,0,2454902,0,0,250000,86.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6664,群翊,7307492,1588760,8896252,3374803,1274839,4649642,608066,,904295,2748188,-13939,,4246610,0,,0,4246610,,0,0,69.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6690,安碁資訊,2552130,2267498,4819628,1032423,648795,1681218,299997,,2289805,585032,-36424,,3138410,,,,3138410,0,0,0,104.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6692,進能服,1598792,339046,1937838,820238,40268,860506,588239,,297538,203002,-17459,,1071320,0,,6012,1077332,0,47500,0,18.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6733,博晟生醫,636430,178948,815378,36163,21576,57739,1243560,,-273,-482927,-18267,,742093,,,15546,757639,0,0,0,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6767,台微醫,501559,209126,710685,58523,79440,137963,391836,,325191,-144359,54,,572722,,,,572722,,0,0,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6877,鏵友益,865630,396075,1261705,152154,197941,350095,469671,,390957,71163,-20181,0,911610,,,,911610,0,0,0,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,6907,雅特力-KY,1261264,77294,1338558,262359,15706,278065,511740,,186482,332079,30192,,1060493,,,,1060493,,0,0,20.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,otc,2026-03-02,7753,星亞,643127,253209,896336,304128,41241,345369,250000,,141352,159615,,,,,,,550967,,0,0,22.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
